Id,name,Age,nationality,club,league,euro_wage,networth,score_of_100
193738,Y. Belhanda,27,Morocco,Galatasaray SK,Turkish Süper Lig,71000,18500000,81
193525,Mário Fernandes,26,Russia,CSKA Moscow,Russian Premier League,52000,17000000,81
193352,R. Rodríguez,24,Switzerland,Milan,Italian Serie A,83000,18500000,81
193165,J. Corona,24,Mexico,FC Porto,Portuguese Primeira Liga,17000,23000000,81
192789,Mario Gaspar,26,Spain,Villarreal CF,Spanish Primera División,38000,18000000,81
192638,Marcos Alonso,26,Spain,Chelsea,English Premier League,115000,17500000,81
192318,M. Götze,25,Germany,Borussia Dortmund,German Bundesliga,63000,22500000,81
190941,L. Hrádecký,27,Finland,Eintracht Frankfurt,German Bundesliga,28000,14500000,81
190584,Illarramendi,27,Spain,Real Sociedad,Spanish Primera División,37000,18000000,81
190149,De Marcos,28,Spain,Athletic Club de Bilbao,Spanish Primera División,31000,14000000,81
189881,C. Smalling,27,England,Manchester United,English Premier League,120000,17000000,81
189574,Iturraspe,28,Spain,Athletic Club de Bilbao,Spanish Primera División,33000,17500000,81
189461,J. Wilshere,25,England,Arsenal,English Premier League,115000,22000000,81
189251,S. Rudy,27,Germany,FC Bayern Munich,German Bundesliga,105000,20000000,81
188988,M. Lanzini,24,Argentina,West Ham United,English Premier League,95000,24500000,81
188388,R. Boudebouz,27,Algeria,Real Betis Balompié,Spanish Primera División,32000,20500000,81
188005,Camacho,27,Spain,VfL Wolfsburg,German Bundesliga,66000,18000000,81
187961,Paulinho,28,Brazil,FC Barcelona,Spanish Primera División,165000,17500000,81
185431,N. Kalinić,29,Croatia,Milan,Italian Serie A,84000,18000000,81
184942,Giuliano,27,Brazil,Fenerbahçe SK,Turkish Süper Lig,80000,20500000,81
184111,C. Benteke,26,Belgium,Crystal Palace,English Premier League,75000,22000000,81
183900,D. Perotti,28,Argentina,Roma,Italian Serie A,84000,18000000,81
183498,M. Parolo,32,Italy,Lazio,Italian Serie A,60000,13500000,81
183483,K. Mitroglou,29,Greece,Olympique de Marseille,French Ligue 1,44000,18000000,81
183285,M. Sakho,27,France,Crystal Palace,English Premier League,63000,17000000,81
183280,A. Rami,31,France,Olympique de Marseille,French Ligue 1,35000,12000000,81
181820,S. Jovetić,27,Montenegro,AS Monaco,French Ligue 1,48000,21000000,81
180216,S. Coleman,28,Republic of Ireland,Everton,English Premier League,115000,14000000,81
179645,S. Kjær,28,Denmark,Sevilla FC,Spanish Primera División,23000,16000000,81
178086,Adán,30,Spain,Real Betis Balompié,Spanish Primera División,24000,11500000,81
177326,M. Valbuena,32,France,Fenerbahçe SK,Turkish Süper Lig,86000,14000000,81
173426,S. Mignolet,29,Belgium,Liverpool,English Premier League,91000,12000000,81
173198,D. Astori,30,Italy,Fiorentina,Italian Serie A,68000,13000000,81
172175,K. Mirallas,29,Belgium,Everton,English Premier League,125000,17500000,81
171579,Raúl García,30,Spain,Athletic Club de Bilbao,Spanish Primera División,32000,17000000,81
166706,M. Škrtel,32,Slovakia,Fenerbahçe SK,Turkish Süper Lig,73000,10000000,81
163264,T. Heaton,31,England,Burnley,English Premier League,51000,11000000,81
161648,H. Ben Arfa,30,France,Paris Saint-Germain,French Ligue 1,88000,17000000,81
158625,Dante,33,Brazil,OGC Nice,French Ligue 1,39000,7000000,81
153244,A. Gignac,31,France,Tigres U.A.N.L.,Mexican Liga MX,84000,16000000,81
146954,Gabi,33,Spain,Atlético Madrid,Spanish Primera División,62000,10500000,81
142780,G. Rodríguez,33,Argentina,San Lorenzo de Almagro,Argentinian Superliga,27000,7000000,81
139997,D. Srna,35,Croatia,Shakhtar Donetsk,Ukrainian Premier League,1000,3800000,81
121944,B. Schweinsteiger,32,Germany,Chicago Fire Soccer Club,USA Major League Soccer,13000,13500000,81
116494,C. Carrasso,35,France,Galatasaray SK,Turkish Süper Lig,34000,4200000,81
110677,Moyá,33,Spain,Atlético Madrid,Spanish Primera División,46000,9000000,81
54050,W. Rooney,31,England,Everton,English Premier League,120000,15500000,81
53612,P. Mertesacker,32,Germany,Arsenal,English Premier League,110000,10000000,81
49370,T. Motta,34,Italy,Paris Saint-Germain,French Ligue 1,81000,5500000,81
49369,Fernando Torres,33,Spain,Atlético Madrid,Spanish Primera División,68000,11000000,81
9676,S. Eto'o,36,Cameroon,Antalyaspor,Turkish Süper Lig,22000,6500000,81
231677,M. Rashford,19,England,Manchester United,English Premier League,74000,22000000,80
223848,S. Milinković-Savić,22,Serbia,Lazio,Italian Serie A,52000,20000000,80
216393,Y. Tielemans,20,Belgium,AS Monaco,French Ligue 1,35000,23500000,80
215792,Jemerson,24,Brazil,AS Monaco,French Ligue 1,35000,17500000,80
213296,N. Bentaleb,22,Algeria,FC Schalke 04,German Bundesliga,42000,19500000,80
212831,Alisson,24,Brazil,Roma,Italian Serie A,45000,14000000,80
212462,Alex Telles,24,Brazil,FC Porto,Portuguese Primeira Liga,15000,16000000,80
212194,J. Brandt,21,Germany,Bayer 04 Leverkusen,German Bundesliga,49000,22000000,80
211748,K. Demirbay,23,Germany,TSG 1899 Hoffenheim,German Bundesliga,40000,19500000,80
211320,D. Rugani,22,Italy,Juventus,Italian Serie A,88000,19000000,80
210617,Samu Castillejo,22,Spain,Villarreal CF,Spanish Primera División,36000,20000000,80
210406,P. Zieliński,23,Poland,Napoli,Italian Serie A,64000,20500000,80
210243,Ricardo Pereira,23,Portugal,FC Porto,Portuguese Primeira Liga,15000,17000000,80
210035,Grimaldo,21,Spain,SL Benfica,Portuguese Primeira Liga,12000,17500000,80
209297,Fred,24,Brazil,Shakhtar Donetsk,Ukrainian Premier League,1000,19500000,80
208334,J. Hector,27,Germany,FC Köln,German Bundesliga,42000,14000000,80
208333,E. Can,23,Germany,Liverpool,English Premier League,105000,19500000,80
207993,S. Kolašinac,24,Bosnia Herzegovina,Arsenal,English Premier League,91000,15500000,80
206585,Arrizabalaga,22,Spain,Athletic Club de Bilbao,Spanish Primera División,20000,15500000,80
206467,A. Pléa,24,France,OGC Nice,French Ligue 1,41000,20500000,80
206413,T. Stepanenko,27,Ukraine,Shakhtar Donetsk,Ukrainian Premier League,1000,14000000,80
206273,O. Shatov,26,Russia,Zenit St. Petersburg,Russian Premier League,74000,16000000,80
205976,Leo Baptistao,24,Brazil,RCD Espanyol,Spanish Primera División,36000,19000000,80
205362,M. Nastasić,24,Serbia,FC Schalke 04,German Bundesliga,38000,16500000,80
205192,Denis Suárez,23,Spain,FC Barcelona,Spanish Primera División,140000,20500000,80
204529,M. Batshuayi,23,Belgium,Chelsea,English Premier League,120000,20000000,80
204082,J. Brooks,24,United States,VfL Wolfsburg,German Bundesliga,57000,17000000,80
203888,Eric Botteghin,29,Brazil,Feyenoord,Holland Eredivisie,22000,11500000,80
203775,L. Karius,24,Germany,Liverpool,English Premier League,71000,14000000,80
203486,T. Hazard,24,Belgium,Borussia Mönchengladbach,German Bundesliga,44000,19500000,80
203280,V. Germain,27,France,Olympique de Marseille,French Ligue 1,42000,16000000,80
201510,L. Kurzawa,24,France,Paris Saint-Germain,French Ligue 1,69000,16500000,80
200647,J. Iličić,29,Slovenia,Atalanta,Italian Serie A,42000,15000000,80
200610,K. Volland,24,Germany,Bayer 04 Leverkusen,German Bundesliga,59000,19000000,80
199914,Allan,26,Brazil,Napoli,Italian Serie A,74000,17500000,80
199827,P. Hernández,30,Chile,RC Celta de Vigo,Spanish Primera División,32000,13500000,80
199434,D. Tadić,28,Serbia,Southampton,English Premier League,98000,15000000,80
199110,L. Muriel,26,Colombia,Sevilla FC,Spanish Primera División,26000,18500000,80
198950,Pablo Sarabia,25,Spain,Sevilla FC,Spanish Primera División,23000,18500000,80
198784,A. Oxlade-Chamberlain,23,England,Liverpool,English Premier League,105000,20000000,80
198118,J. Guilavogui,26,France,VfL Wolfsburg,German Bundesliga,66000,15000000,80
196934,O. Özyakup,24,Turkey,Beşiktaş JK,Turkish Süper Lig,54000,19500000,80
195861,Y. Rakitskyi,27,Ukraine,Shakhtar Donetsk,Ukrainian Premier League,1000,14500000,80
194879,Sergi Enrich,27,Spain,SD Eibar,Spanish Primera División,31000,17500000,80
194404,Neto,27,Brazil,Valencia CF,Spanish Primera División,30000,10000000,80
194229,Hugo Mallo,26,Spain,RC Celta de Vigo,Spanish Primera División,29000,15000000,80
193886,D. Didavi,27,Germany,VfL Wolfsburg,German Bundesliga,73000,17000000,80
193361,R. Soriano,26,Italy,Villarreal CF,Spanish Primera División,42000,17500000,80
193130,A. Schürrle,26,Germany,Borussia Dortmund,German Bundesliga,66000,17500000,80
193116,M. Gonalons,28,France,Roma,Italian Serie A,71000,12000000,80
193061,R. Pereyra,26,Argentina,Watford,English Premier League,69000,18000000,80
192641,K. Vogt,25,Germany,TSG 1899 Hoffenheim,German Bundesliga,40000,15000000,80
192492,F. Orellana,31,Chile,Valencia CF,Spanish Primera División,40000,13000000,80
191687,Maicon,28,Brazil,Galatasaray SK,Turkish Süper Lig,68000,12000000,80
190972,E. Salvio,26,Argentina,SL Benfica,Portuguese Primeira Liga,17000,16000000,80
190815,D. Blind,27,Netherlands,Manchester United,English Premier League,120000,13500000,80
190813,S. El Shaarawy,24,Italy,Roma,Italian Serie A,71000,19000000,80
190717,M. Antonio,27,England,West Ham United,English Premier League,120000,17500000,80
190264,Iago Falqué,27,Spain,Torino,Italian Serie A,61000,15500000,80
189250,S. Rondón,27,Venezuela,West Bromwich Albion,English Premier League,89000,16000000,80
189156,Daniel Carriço,28,Portugal,Sevilla FC,Spanish Primera División,23000,13500000,80
188802,M. Schmelzer,29,Germany,Borussia Dortmund,German Bundesliga,63000,11000000,80
188253,J. McCarthy,26,Republic of Ireland,Everton,English Premier League,110000,15500000,80
187735,A. Dzagoev,27,Russia,CSKA Moscow,Russian Premier League,57000,16500000,80
187688,Ganso,27,Brazil,Sevilla FC,Spanish Primera División,24000,17000000,80
187491,F. Smolov,27,Russia,FC Krasnodar,Russian Premier League,59000,17500000,80
186146,D. Welbeck,26,England,Arsenal,English Premier League,130000,17500000,80
185221,Luiz Gustavo,29,Brazil,Olympique de Marseille,French Ligue 1,37000,11500000,80
185132,Mikel San José,28,Spain,Athletic Club de Bilbao,Spanish Primera División,33000,14500000,80
184392,M. Darmian,27,Italy,Manchester United,English Premier League,120000,13500000,80
184190,R. Thomas,29,France,Angers SCO,French Ligue 1,32000,11500000,80
183909,I. Traoré,29,Guinea,Borussia Mönchengladbach,German Bundesliga,48000,14500000,80
182002,Sidnei,27,Brazil,RC Deportivo de La Coruña,Spanish Primera División,29000,14500000,80
178416,J. Lens,29,Netherlands,Beşiktaş JK,Turkish Süper Lig,17000,14500000,80
178311,Eder,30,Italy,Inter,Italian Serie A,80000,14500000,80
177644,Kiko Casilla,30,Spain,Real Madrid CF,Spanish Primera División,120000,9500000,80
177604,Nacho Monreal,31,Spain,Arsenal,English Premier League,110000,9500000,80
177458,S. Bender,28,Germany,Bayer 04 Leverkusen,German Bundesliga,59000,13500000,80
176930,M. Díaz,30,Chile,U.N.A.M.,Mexican Liga MX,31000,13500000,80
176915,A. Fernández,31,Argentina,Atlético Madrid,Spanish Primera División,62000,12500000,80
176376,I. Piatti,32,Argentina,Montreal Impact,USA Major League Soccer,14000,11500000,80
176104,V. Birsa,30,Slovenia,Chievo Verona,Italian Serie A,25000,14000000,80
175379,Pedro León,30,Spain,SD Eibar,Spanish Primera División,29000,14000000,80
173909,K. Boateng,30,Ghana,Eintracht Frankfurt,German Bundesliga,41000,14500000,80
173521,Marcano,30,Spain,FC Porto,Portuguese Primeira Liga,18000,11000000,80
173432,H. Moreno,29,Mexico,Roma,Italian Serie A,71000,11500000,80
173373,S. Romero,30,Argentina,Manchester United,English Premier League,97000,9500000,80
173221,A. Candreva,30,Italy,Inter,Italian Serie A,74000,14000000,80
173208,D. Criscito,30,Italy,Zenit St. Petersburg,Russian Premier League,67000,10500000,80
172522,D. Wass,28,Denmark,RC Celta de Vigo,Spanish Primera División,33000,14500000,80
172316,Coke,30,Spain,FC Schalke 04,German Bundesliga,44000,10500000,80
171897,A. Guardado,30,Mexico,Real Betis Balompié,Spanish Primera División,32000,13500000,80
170370,J. dos Santos,27,Mexico,LA Galaxy,USA Major League Soccer,13000,16500000,80
170368,E. Lamela,25,Argentina,Tottenham Hotspur,English Premier League,96000,18500000,80
169705,R. Bertrand,27,England,Southampton,English Premier League,86000,12000000,80
168530,Jardel,31,Brazil,SL Benfica,Portuguese Primeira Liga,16000,10000000,80
167553,V. Denisov,30,Uzbekistan,Lokomotiv Moscow,Russian Premier League,50000,10500000,80
167514,D. Basta,32,Serbia,Lazio,Italian Serie A,54000,8000000,80
165536,G. Cabral,31,Argentina,RC Celta de Vigo,Spanish Primera División,29000,10000000,80
165526,G. Paletta,31,Italy,Milan,Italian Serie A,96000,10000000,80
164859,T. Walcott,28,England,Arsenal,English Premier League,125000,15000000,80
164835,L. Fabiański,32,Poland,Swansea City,English Premier League,60000,8500000,80
163155,B. Foster,34,England,West Bromwich Albion,English Premier League,60000,6000000,80
162369,V. Ibišević,32,Bosnia Herzegovina,Hertha BSC Berlin,German Bundesliga,41000,12000000,80
162329,K. El Ahmadi,32,Morocco,Feyenoord,Holland Eredivisie,23000,11000000,80
158232,S. Kalou,31,Ivory Coast,Hertha BSC Berlin,German Bundesliga,38000,13000000,80
157960,Manuel Fernandes,31,Portugal,Lokomotiv Moscow,Russian Premier League,54000,13000000,80
156713,A. Granqvist,32,Sweden,FC Krasnodar,Russian Premier League,50000,8500000,80
150516,L. Podolski,32,Germany,Vissel Kobe,Japanese J1 League,13000,12000000,80
146460,Javi Fuego,33,Spain,RCD Espanyol,Spanish Primera División,34000,6000000,80
143587,F. Belluschi,33,Argentina,San Lorenzo de Almagro,Argentinian Superliga,30000,9000000,80
140293,A. Mirante,33,Italy,Bologna,Italian Serie A,48000,7500000,80
139968,V. Enyeama,34,Nigeria,LOSC Lille,French Ligue 1,40000,6000000,80
139668,F. Marchetti,34,Italy,Lazio,Italian Serie A,44000,6000000,80
138449,Kaká,35,Brazil,Orlando City Soccer Club,USA Major League Soccer,10000,6500000,80
138412,J. Milner,31,England,Liverpool,English Premier League,110000,9500000,80
134744,A. Hutchinson,34,Canada,Beşiktaş JK,Turkish Süper Lig,56000,4500000,80
124635,M. Topal,31,Turkey,Fenerbahçe SK,Turkish Süper Lig,73000,10000000,80
112316,J. Mathieu,33,France,Sporting CP,Portuguese Primeira Liga,21000,6000000,80
111661,C. Kameni,33,Cameroon,Fenerbahçe SK,Turkish Süper Lig,59000,7500000,80
53914,P. Jagielka,34,England,Everton,English Premier League,110000,4500000,80
52091,P. Evra,36,France,Olympique de Marseille,French Ligue 1,25000,1700000,80
50542,J. Defoe,34,England,Bournemouth,English Premier League,87000,8000000,80
48717,Júlio César,37,Brazil,SL Benfica,Portuguese Primeira Liga,8000,1000000,80
21146,M. Carrick,35,England,Manchester United,English Premier League,86000,3500000,80
230977,M. Almirón,23,Paraguay,Atlanta United FC,USA Major League Soccer,11000,16500000,79
230142,Oyarzabal,20,Spain,Real Sociedad,Spanish Primera División,33000,18000000,79
227476,Soares,26,Brazil,FC Porto,Portuguese Primeira Liga,21000,15500000,79
225647,M. Campaña,28,Uruguay,Independiente,Argentinian Superliga,23000,11000000,79
225018,F. Andone,24,Romania,RC Deportivo de La Coruña,Spanish Primera División,31000,17000000,79
224334,M. Acuña,25,Argentina,Sporting CP,Portuguese Primeira Liga,22000,16000000,79
221660,V. Lindelöf,22,Sweden,Manchester United,English Premier League,105000,15000000,79
221130,Y. Cardinale,23,France,OGC Nice,French Ligue 1,26000,12500000,79
220440,C. Lenglet,22,France,Sevilla FC,Spanish Primera División,19000,14500000,79
218339,M. Dahoud,21,Germany,Borussia Dortmund,German Bundesliga,52000,18500000,79
216150,D. Zappacosta,25,Italy,Chelsea,English Premier League,110000,13500000,79
215466,N. Maksimović,25,Serbia,Napoli,Italian Serie A,64000,13500000,79
215259,E. Rigoni,24,Argentina,Zenit St. Petersburg,Russian Premier League,64000,17500000,79
215057,I. Marcone,27,Argentina,Club Atlético Lanús,Argentinian Superliga,23000,12500000,79
215051,L. López,27,Argentina,SL Benfica,Portuguese Primeira Liga,16000,12000000,79
214997,A. Correa,22,Argentina,Atlético Madrid,Spanish Primera División,60000,19000000,79
213345,K. Coman,21,France,FC Bayern Munich,German Bundesliga,81000,18000000,79
213150,S. Kritsyuk,26,Russia,FC Krasnodar,Russian Premier League,40000,11000000,79
212886,W. Cyprien,22,France,OGC Nice,French Ligue 1,37000,18500000,79
212602,Diego Llorente,23,Spain,Real Sociedad,Spanish Primera División,29000,16000000,79
212523,Anderson Talisca,23,Brazil,Beşiktaş JK,Turkish Süper Lig,15000,17000000,79
212501,L. Dendoncker,22,Belgium,RSC Anderlecht,Belgian First Division A,25000,15000000,79
212150,M. Meyer,21,Germany,FC Schalke 04,German Bundesliga,38000,18000000,79
211688,Gayà,22,Spain,Valencia CF,Spanish Primera División,31000,14000000,79
211381,S. Boufal,23,Morocco,Southampton,English Premier League,90000,17000000,79
211354,M. Benassi,22,Italy,Fiorentina,Italian Serie A,64000,17500000,79
211256,N. Tagliafico,24,Argentina,Independiente,Argentinian Superliga,23000,14000000,79
210864,E. Hysaj,23,Albania,Napoli,Italian Serie A,58000,13500000,79
210514,João Cancelo,23,Portugal,Inter,Italian Serie A,31000,15000000,79
210413,A. Romagnoli,22,Italy,Milan,Italian Serie A,83000,16000000,79
208777,Óliver Torres,22,Spain,FC Porto,Portuguese Primeira Liga,17000,17000000,79
208128,H. Çalhanoğlu,23,Turkey,Milan,Italian Serie A,92000,16500000,79
208093,Gerard Moreno,25,Spain,RCD Espanyol,Spanish Primera División,39000,16500000,79
207948,B. Traoré,21,Burkina Faso,Olympique Lyonnais,French Ligue 1,65000,17500000,79
207441,L. Vietto,23,Argentina,Atlético Madrid,Spanish Primera División,60000,18000000,79
207439,L. Paredes,23,Argentina,Zenit St. Petersburg,Russian Premier League,64000,16500000,79
