"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"8600000US53209","ZCTA5 53209","18610","532","11.8","1.7","9.3","1.5","13.1","1.9","13.6","1.7","15.6","1.8","14.9","1.8","7.6","1.3","9.5","1.5","3.1","0.6","1.6","0.5","36537","2006","51639","2325","47.8","(X)","(X)","(X)","(X)","(X)","10833","511","9.8","2.4","5.5","1.9","11.6","2.1","13.5","2.2","14.6","2.1","15.7","2.2","9.7","1.6","12.6","2.0","4.7","1.0","2.4","0.8","44727","2782","61865","3386","(X)","(X)","50.9","(X)","(X)","(X)","4546","439","4.2","2.1","1.4","1.0","2.8","1.6","8.0","3.1","11.7","2.9","20.7","4.1","14.2","3.5","23.3","4.0","8.3","2.3","5.4","1.8","77872","7972","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7777","524","16.2","2.7","15.4","3.0","16.3","3.2","13.1","3.1","16.8","3.1","13.6","2.8","4.2","1.4","3.4","1.6","0.8","0.4","0.3","0.3","26400","3276","34144","2602","(X)","(X)","(X)","(X)","40.6","(X)"
"8600000US53210","ZCTA5 53210","9768","319","13.0","2.3","9.0","2.0","15.6","2.2","9.9","2.2","16.7","2.6","14.1","2.2","10.1","1.6","8.0","1.6","2.2","0.8","1.3","0.6","36419","1646","49817","2329","41.9","(X)","(X)","(X)","(X)","(X)","6133","331","9.1","2.3","5.2","1.8","15.8","2.7","10.4","2.7","16.2","2.9","16.0","3.0","10.9","1.9","11.3","2.5","3.1","1.2","2.1","0.9","43130","4428","58954","3503","(X)","(X)","43.3","(X)","(X)","(X)","2273","253","3.7","2.2","0.7","0.8","7.6","3.5","4.5","2.2","7.0","2.9","21.1","5.1","20.1","4.1","23.0","5.0","7.5","3.2","4.9","2.4","79877","5068","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3635","322","19.7","4.5","16.7","3.9","16.9","3.6","11.6","3.2","16.6","4.1","10.7","3.3","4.9","1.6","2.7","1.3","0.3","0.4","0.0","0.5","22319","2725","31172","2068","(X)","(X)","(X)","(X)","38.6","(X)"
"8600000US53211","ZCTA5 53211","14509","396","7.7","1.4","5.1","0.9","9.8","1.6","8.1","1.4","10.8","1.6","15.6","1.9","9.9","1.3","14.7","1.7","7.3","1.0","10.9","1.2","62815","3183","98778","4552","32.0","(X)","(X)","(X)","(X)","(X)","6132","266","1.9","0.8","1.8","0.9","3.7","1.4","5.0","1.6","3.0","1.0","13.8","2.8","11.4","2.0","23.7","2.8","13.1","2.1","22.5","2.6","120567","7270","157886","9836","(X)","(X)","31.1","(X)","(X)","(X)","4825","237","1.0","0.7","0.8","0.6","2.8","1.4","3.4","1.6","2.3","1.0","10.2","2.3","10.3","2.3","27.0","3.1","15.8","2.5","26.2","3.0","136004","6026","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8377","465","12.3","2.3","7.7","1.5","14.7","2.4","11.1","2.1","16.0","2.4","16.3","2.2","8.8","1.8","8.1","1.9","2.9","1.1","2.2","0.8","38377","2709","53585","2983","(X)","(X)","(X)","(X)","32.0","(X)"
"8600000US53212","ZCTA5 53212","13195","324","11.2","1.5","8.0","1.5","16.6","1.8","11.8","1.3","14.1","1.7","16.9","1.6","8.3","1.2","8.2","1.0","2.8","0.6","2.0","0.5","37543","2146","54821","3964","37.3","(X)","(X)","(X)","(X)","(X)","5721","314","9.5","2.3","5.2","1.4","19.6","3.3","11.0","2.5","13.5","2.5","14.1","2.3","9.4","2.0","10.2","2.0","4.3","1.1","3.2","0.8","39492","2965","64675","7554","(X)","(X)","39.7","(X)","(X)","(X)","2514","250","3.1","2.2","1.1","0.8","7.8","3.2","5.7","2.0","14.8","3.9","16.9","3.9","14.8","4.2","20.7","4.1","8.5","2.4","6.5","1.9","75778","9674","91286","6428","(X)","(X)","(X)","(X)","(X)","(X)","7474","336","13.2","2.6","10.5","2.2","16.1","2.3","13.0","2.1","13.8","2.3","18.0","2.1","6.6","1.2","6.2","1.4","1.5","0.6","1.1","0.5","32400","2431","45432","3107","(X)","(X)","(X)","(X)","34.5","(X)"
"8600000US53213","ZCTA5 53213","11420","304","4.9","1.2","2.8","1.2","5.4","1.4","6.4","1.5","10.6","1.6","16.3","2.3","14.1","1.9","17.8","2.0","11.1","1.5","10.7","1.3","80139","3339","107369","5083","24.1","(X)","(X)","(X)","(X)","(X)","6580","292","0.6","0.5","0.6","0.4","2.1","1.3","3.5","1.4","8.6","2.1","13.6","2.4","16.1","2.9","23.3","3.1","15.7","2.5","16.0","2.3","108854","7704","136155","7231","(X)","(X)","23.3","(X)","(X)","(X)","5285","324","0.0","0.3","0.2","0.3","0.4","0.3","1.6","1.1","5.7","1.7","11.1","2.2","17.4","3.3","25.6","3.5","18.6","2.9","19.4","2.6","127078","7733","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4840","347","10.7","2.7","5.7","2.5","10.3","2.8","10.4","2.7","14.6","2.9","18.7","3.7","11.1","2.3","11.0","2.4","4.4","1.6","3.1","1.4","48795","3515","66757","6917","(X)","(X)","(X)","(X)","24.7","(X)"
"8600000US53214","ZCTA5 53214","15642","452","6.7","1.3","6.3","1.1","9.7","1.4","12.0","1.7","15.8","1.6","20.7","1.7","12.9","1.6","12.3","1.4","2.3","0.6","1.3","0.4","49468","2782","59536","2098","32.7","(X)","(X)","(X)","(X)","(X)","7825","346","2.4","1.1","2.9","1.1","6.0","1.7","8.0","1.9","15.7","2.5","24.7","2.4","16.1","2.5","18.8","2.5","3.5","1.2","2.0","0.7","63213","3303","74107","2860","(X)","(X)","31.6","(X)","(X)","(X)","5012","309","0.6","0.5","1.5","1.0","2.2","1.2","5.0","1.9","14.6","2.8","23.4","3.0","19.7","3.3","24.9","3.3","5.2","1.9","3.0","1.1","77413","5655","87500","3940","(X)","(X)","(X)","(X)","(X)","(X)","7817","450","11.6","2.3","9.9","1.9","14.1","2.3","15.8","2.8","17.6","2.4","17.0","2.6","7.9","2.1","5.0","1.2","0.7","0.4","0.5","0.4","33499","3327","42393","2716","(X)","(X)","(X)","(X)","32.5","(X)"
"8600000US53215","ZCTA5 53215","19108","546","9.4","1.2","8.0","1.2","13.8","1.6","13.4","1.6","16.2","1.6","19.3","1.6","10.6","1.3","6.6","1.2","1.8","0.5","1.0","0.4","39310","1529","49686","1692","45.8","(X)","(X)","(X)","(X)","(X)","13408","421","8.1","1.2","5.2","1.2","13.1","1.8","13.5","1.9","17.3","2.1","20.1","2.0","11.9","1.6","7.3","1.4","2.3","0.7","1.2","0.5","42219","1850","53585","2463","(X)","(X)","47.2","(X)","(X)","(X)","7358","365","2.2","0.9","3.1","1.4","6.8","2.0","12.4","2.5","18.3","2.5","25.3","3.5","15.3","2.5","10.9","2.3","3.7","1.2","1.9","0.8","56616","2482","66776","3447","(X)","(X)","(X)","(X)","(X)","(X)","5700","447","17.8","3.1","15.9","3.0","17.5","3.1","13.4","2.9","13.8","2.7","13.5","2.4","4.6","1.4","2.9","1.5","0.4","0.3","0.2","0.2","24137","2803","32963","2244","(X)","(X)","(X)","(X)","35.9","(X)"
"8600000US53216","ZCTA5 53216","13171","337","10.2","1.6","7.5","1.5","16.4","2.1","13.3","2.1","17.4","2.3","14.8","1.9","9.8","1.7","8.0","1.4","1.3","0.5","1.3","0.7","36517","1680","49461","3330","47.7","(X)","(X)","(X)","(X)","(X)","7772","372","8.0","2.2","5.2","1.6","11.9","2.4","12.7","2.6","17.3","2.9","16.6","2.7","12.7","2.4","12.0","2.3","1.7","0.7","1.7","1.0","44838","3463","59404","5472","(X)","(X)","50.1","(X)","(X)","(X)","3211","250","3.4","2.4","1.8","1.4","3.5","1.5","6.7","2.5","14.7","4.1","21.6","4.3","18.9","4.0","21.6","4.3","4.0","1.7","3.8","2.3","73011","7011","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5399","378","14.9","3.0","11.6","3.0","22.1","3.7","15.4","3.5","17.3","3.8","11.2","2.9","5.6","1.9","1.7","1.0","0.1","0.2","0.0","0.3","25770","2274","31934","2168","(X)","(X)","(X)","(X)","41.1","(X)"
"8600000US53217","ZCTA5 53217","11437","290","3.3","1.2","2.4","0.8","3.5","1.0","5.6","1.2","7.1","1.3","11.8","1.6","12.2","1.9","19.2","2.1","12.4","1.4","22.3","2.0","107523","5052","153246","7177","27.5","(X)","(X)","(X)","(X)","(X)","7641","281","1.8","0.8","0.9","0.5","1.4","0.8","1.9","0.8","3.7","1.1","10.0","1.8","12.5","2.3","21.4","2.6","15.4","2.0","31.1","2.8","139814","6931","190451","9018","(X)","(X)","28.1","(X)","(X)","(X)","6667","281","0.8","0.5","0.9","0.5","0.9","0.5","1.2","0.6","3.2","1.0","8.0","1.7","11.5","2.2","22.0","2.7","16.7","2.2","34.7","3.0","152205","8007","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3796","273","6.6","3.0","5.6","2.2","8.8","2.8","12.3","3.4","13.8","3.3","16.5","2.8","12.4","2.8","14.3","3.0","5.6","1.9","4.0","1.3","53862","3156","75527","6503","(X)","(X)","(X)","(X)","26.2","(X)"
"8600000US53218","ZCTA5 53218","13875","415","10.2","1.6","8.6","1.6","13.5","1.8","12.4","1.9","18.3","2.1","17.1","2.0","10.3","1.6","7.1","1.4","1.9","0.9","0.8","0.4","38584","2490","51411","3970","47.5","(X)","(X)","(X)","(X)","(X)","9738","452","10.4","2.3","6.5","1.6","11.6","2.1","11.4","2.2","19.9","2.8","18.1","2.4","11.1","2.0","8.0","1.7","2.2","1.1","0.7","0.5","41362","1978","53741","4639","(X)","(X)","50.2","(X)","(X)","(X)","3481","290","2.7","1.6","2.9","1.6","5.8","2.5","4.1","1.7","18.6","4.5","24.7","4.8","20.6","4.4","15.9","4.2","3.3","2.2","1.4","1.1","64472","4332","79110","10823","(X)","(X)","(X)","(X)","(X)","(X)","4137","324","13.1","3.2","14.0","3.6","19.4","3.5","12.9","3.6","16.1","3.7","12.7","3.4","6.9","2.3","3.3","1.7","1.2","1.2","0.5","0.5","26935","3031","41201","6123","(X)","(X)","(X)","(X)","38.1","(X)"
"8600000US53219","ZCTA5 53219","15003","375","7.0","1.5","4.0","1.0","9.6","2.0","8.6","1.4","12.8","2.0","23.1","2.1","15.7","1.7","14.5","2.0","3.4","0.9","1.4","0.6","58746","2799","66847","3292","35.3","(X)","(X)","(X)","(X)","(X)","8323","376","1.8","0.9","2.1","1.0","5.7","2.2","6.5","2.1","12.2","2.3","25.4","2.7","18.7","2.3","21.1","3.0","4.6","1.2","1.9","0.9","71659","4244","81289","5290","(X)","(X)","38.2","(X)","(X)","(X)","5757","364","0.6","0.6","0.8","0.6","2.7","1.9","5.1","1.8","9.0","2.4","26.6","3.6","20.1","2.5","25.8","3.7","6.3","1.6","2.8","1.3","81198","5098","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6680","403","14.1","3.0","7.4","2.1","14.4","3.3","11.1","2.1","14.1","2.7","20.0","3.3","11.2","2.4","6.0","2.5","1.0","0.8","0.8","0.5","37557","4132","46459","3215","(X)","(X)","(X)","(X)","31.0","(X)"
"8600000US53220","ZCTA5 53220","11251","391","4.8","1.6","4.4","1.0","8.4","1.7","8.8","1.5","17.1","2.3","19.2","2.3","15.4","1.9","15.4","2.4","4.2","1.2","2.3","1.1","56808","3665","72797","5211","34.0","(X)","(X)","(X)","(X)","(X)","6449","354","2.1","1.7","4.3","1.9","7.0","2.3","5.4","1.5","13.6","2.5","19.2","3.4","18.9","2.9","20.4","3.4","5.5","1.9","3.6","1.9","72757","4267","84481","8128","(X)","(X)","36.5","(X)","(X)","(X)","4187","342","1.5","1.5","2.1","1.7","3.2","1.5","4.7","1.6","9.8","2.6","16.2","3.0","22.3","4.2","26.6","4.2","8.1","2.8","5.6","2.9","89115","6689","101192","11860","(X)","(X)","(X)","(X)","(X)","(X)","4802","379","8.5","3.0","5.5","1.7","13.7","3.0","13.4","2.9","20.0","3.7","20.0","3.8","8.7","2.3","8.6","3.1","1.2","0.9","0.5","0.5","42711","3143","53169","6288","(X)","(X)","(X)","(X)","30.2","(X)"
"8600000US53221","ZCTA5 53221","15951","406","4.2","0.9","4.2","1.0","11.1","1.3","12.9","1.6","15.9","1.9","20.0","2.1","12.0","1.6","13.6","1.9","4.0","0.9","2.1","0.6","51868","2653","65572","2457","39.0","(X)","(X)","(X)","(X)","(X)","9581","406","2.4","1.0","3.3","1.1","6.2","1.6","9.4","2.2","16.2","2.3","19.7","2.4","15.6","2.3","17.8","2.4","6.2","1.5","3.2","0.9","65254","3528","78576","3394","(X)","(X)","39.2","(X)","(X)","(X)","6667","336","0.4","0.5","2.2","1.3","5.5","1.7","7.8","2.3","13.2","2.5","19.7","3.1","18.2","2.9","20.7","2.8","8.3","2.1","4.0","1.3","76474","4704","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6370","484","8.2","1.9","6.8","2.0","17.6","2.6","18.2","3.1","16.7","3.3","20.2","3.4","5.8","1.9","6.2","2.7","0.2","0.2","0.1","0.2","34294","3379","42374","2435","(X)","(X)","(X)","(X)","37.7","(X)"
"8600000US53222","ZCTA5 53222","11226","253","3.4","1.2","4.9","1.4","11.3","2.0","9.6","1.9","13.4","2.2","18.7","2.2","16.3","1.9","14.6","1.8","5.3","1.0","2.5","0.7","60023","4651","72060","2446","34.3","(X)","(X)","(X)","(X)","(X)","6348","293","1.6","1.0","2.6","1.9","7.6","2.6","6.9","2.6","12.2","3.2","17.3","2.6","20.4","3.0","19.8","2.7","7.5","1.7","4.0","1.3","76799","4465","86693","3641","(X)","(X)","33.2","(X)","(X)","(X)","4163","259","0.5","0.5","0.8","1.1","1.6","1.0","2.5","1.5","9.9","3.1","16.4","3.0","26.1","4.0","25.3","3.2","11.1","2.5","5.9","1.9","93403","2316","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4878","308","5.9","2.2","7.8","2.5","16.5","3.4","13.1","2.9","17.1","3.8","20.2","3.0","10.9","2.8","6.0","1.6","2.0","1.0","0.6","0.4","40599","3395","50865","3279","(X)","(X)","(X)","(X)","34.7","(X)"
"8600000US53223","ZCTA5 53223","12341","458","6.3","1.8","8.6","1.9","10.8","2.1","9.1","1.9","14.3","2.5","23.6","2.8","10.3","1.8","12.6","2.4","3.8","1.2","0.6","0.3","50666","2853","58937","2397","40.3","(X)","(X)","(X)","(X)","(X)","6934","437","5.0","2.2","3.6","2.2","5.1","1.9","9.4","3.4","12.2","2.9","26.9","3.6","12.7","2.7","18.3","3.9","5.9","2.1","0.8","0.5","61582","3280","71831","3816","(X)","(X)","38.3","(X)","(X)","(X)","4014","315","1.4","1.7","0.2","0.3","1.7","1.5","4.4","2.2","11.6","4.1","25.2","5.2","17.6","4.5","27.1","5.8","9.5","3.4","1.3","0.9","84231","10841","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5407","514","8.0","3.1","15.5","3.7","18.4","4.3","11.1","2.7","16.3","4.2","18.4","4.3","6.3","2.1","4.9","2.3","0.9","0.6","0.2","0.3","32205","6010","40586","3684","(X)","(X)","(X)","(X)","42.0","(X)"
"8600000US53224","ZCTA5 53224","7877","303","4.8","2.0","7.5","1.9","8.2","2.3","12.1","2.8","14.0","2.9","20.1","3.5","10.4","2.3","16.7","3.1","3.8","1.2","2.4","0.9","55262","4997","66222","3028","40.9","(X)","(X)","(X)","(X)","(X)","5047","350","4.3","2.4","7.0","2.1","8.6","3.3","12.3","4.1","13.9","3.6","15.7","4.2","8.4","2.6","22.7","4.4","4.5","1.7","2.6","1.2","57261","6752","71418","4138","(X)","(X)","41.5","(X)","(X)","(X)","2834","318","0.3","0.5","1.1","1.9","1.1","1.0","5.6","3.9","11.8","4.3","17.1","4.9","12.5","3.8","38.3","6.8","7.5","3.1","4.7","2.2","100375","11067","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2830","248","7.2","4.2","8.8","4.2","11.9","4.2","12.1","4.3","16.5","4.5","23.0","6.4","11.9","4.5","4.9","3.1","1.7","1.8","1.9","1.6","43050","6342","51726","5626","(X)","(X)","(X)","(X)","38.7","(X)"
"8600000US53225","ZCTA5 53225","9897","309","6.7","1.8","8.0","1.8","10.3","2.2","12.0","2.4","20.1","3.1","18.2","2.5","11.3","1.8","9.1","1.5","2.9","0.9","1.4","0.7","44865","2605","55674","2758","43.0","(X)","(X)","(X)","(X)","(X)","6353","294","5.2","2.1","6.3","2.3","9.0","2.6","11.2","3.0","18.1","3.4","20.1","2.9","13.1","2.5","10.8","1.9","4.2","1.3","1.9","1.1","50259","4611","61979","3612","(X)","(X)","45.3","(X)","(X)","(X)","2892","237","2.0","1.5","1.3","1.0","4.0","2.3","8.0","3.4","10.7","3.2","22.7","3.8","21.1","4.0","19.4","3.8","7.8","2.4","2.8","1.8","76182","4755","83385","4958","(X)","(X)","(X)","(X)","(X)","(X)","3544","311","9.6","3.1","12.1","3.5","16.3","4.5","15.3","3.9","21.8","4.5","14.9","4.0","5.2","1.9","4.1","2.0","0.2","0.2","0.6","0.6","33285","3459","39666","3047","(X)","(X)","(X)","(X)","34.9","(X)"
"8600000US53226","ZCTA5 53226","8248","245","5.8","1.8","2.2","1.1","8.5","2.1","7.1","1.8","10.1","1.7","17.4","2.3","14.4","2.4","16.1","2.3","9.4","1.7","9.0","1.6","73398","4624","94636","4827","30.2","(X)","(X)","(X)","(X)","(X)","4497","237","1.4","1.3","1.8","1.5","3.7","1.7","3.9","1.8","6.2","2.0","14.3","2.8","16.6","3.3","21.9","3.2","14.6","2.6","15.5","3.0","104481","5514","125304","7669","(X)","(X)","28.7","(X)","(X)","(X)","3634","231","0.4","0.5","1.3","1.3","1.3","1.1","2.6","1.6","4.7","1.9","10.2","2.6","18.0","3.5","24.7","3.8","17.9","3.1","18.8","3.6","120825","9099","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3751","290","11.0","3.4","2.6","1.4","14.5","3.9","11.0","3.4","14.8","3.0","22.2","4.1","11.6","3.0","8.1","2.8","3.1","1.9","1.3","0.9","45530","4440","57015","6623","(X)","(X)","(X)","(X)","32.1","(X)"
"8600000US53227","ZCTA5 53227","10869","229","5.5","1.7","3.2","1.0","11.6","2.1","10.9","1.9","17.3","2.3","20.4","2.3","13.1","2.3","13.1","2.0","3.2","1.0","1.8","0.7","51999","3355","63011","2754","30.3","(X)","(X)","(X)","(X)","(X)","5293","277","1.0","0.6","1.0","0.6","8.3","2.4","8.2","3.2","11.9","2.9","23.3","2.9","17.1","3.1","20.8","3.8","5.5","1.8","3.0","1.3","70127","5691","80571","4778","(X)","(X)","33.4","(X)","(X)","(X)","3786","223","0.2","0.3","0.5","0.5","5.9","2.7","4.1","1.9","8.3","2.6","25.3","3.9","18.6","3.6","27.4","4.6","6.1","2.3","3.7","1.7","83712","5063","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5576","363","10.1","3.2","5.3","1.8","16.6","3.0","14.0","3.1","21.9","3.6","16.8","3.1","9.4","2.8","4.2","1.6","1.0","0.7","0.6","0.5","37091","2939","44389","3172","(X)","(X)","(X)","(X)","26.6","(X)"
"8600000US53228","ZCTA5 53228","6249","214","4.3","1.5","2.3","1.1","8.0","1.7","9.7","2.0","11.7","2.4","18.5","2.6","15.9","2.9","20.7","2.7","5.8","1.3","3.0","1.0","69018","5016","79043","3605","26.9","(X)","(X)","(X)","(X)","(X)","3614","162","1.6","1.1","0.4","0.5","4.3","1.8","5.0","2.1","8.1","2.1","19.0","3.3","18.4","3.4","29.4","3.9","8.9","2.0","4.9","1.7","91930","6188","99711","4599","(X)","(X)","23.7","(X)","(X)","(X)","2857","181","0.6","0.6","0.5","0.6","1.9","1.1","3.7","1.9","6.9","2.1","16.3","3.7","19.7","3.9","34.0","4.6","10.8","2.5","5.6","2.1","100575","7159","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2635","214","9.2","3.2","4.9","2.6","14.1","3.2","15.9","3.5","16.1","4.4","18.9","4.4","10.2","4.4","9.5","2.8","1.2","1.4","0.0","0.7","40850","6584","48672","4576","(X)","(X)","(X)","(X)","30.4","(X)"
"8600000US53233","ZCTA5 53233","4531","226","36.7","4.3","12.3","2.8","17.2","3.4","10.9","2.8","12.0","2.7","6.2","1.8","1.2","0.8","1.6","0.7","1.0","0.7","0.9","0.8","15635","2556","28014","5109","41.4","(X)","(X)","(X)","(X)","(X)","882","141","25.5","10.5","15.8","7.4","12.9","7.3","13.3","4.8","13.2","6.6","10.2","5.4","1.5","2.2","1.8","1.9","4.4","3.9","1.5","2.3","21083","7866","47457","25684","(X)","(X)","41.6","(X)","(X)","(X)","325","88","8.3","11.4","26.8","15.9","21.2","14.9","15.7","11.3","2.8","4.1","13.8","10.9","0.0","5.2","4.6","4.5","6.8","9.1","0.0","5.2","21125","9667","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3649","234","40.1","4.4","12.7","3.1","17.3","3.4","10.7","3.1","10.6","3.0","4.9","1.8","1.5","1.0","1.2","0.6","0.2","0.3","0.8","1.1","13661","1914","22512","3556","(X)","(X)","(X)","(X)","40.4","(X)"
"8600000US53235","ZCTA5 53235","4703","255","5.7","3.2","5.2","2.4","17.0","4.5","10.1","3.3","17.0","4.2","16.0","3.8","9.8","2.8","13.0","3.4","4.3","2.3","1.8","1.5","44563","4748","61949","6944","33.9","(X)","(X)","(X)","(X)","(X)","2272","230","3.3","4.4","3.1","2.8","8.8","6.6","4.1","2.9","16.1","6.3","21.0","6.6","13.4","5.0","20.2","6.4","8.1","4.4","1.8","2.0","69900","8135","81412","13199","(X)","(X)","33.4","(X)","(X)","(X)","1789","227","0.0","1.0","1.5","2.4","6.3","5.2","3.7","2.7","18.2","7.6","19.8","7.6","12.7","5.4","25.0","7.9","10.3","5.6","2.3","2.6","77083","22465","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2431","334","8.0","4.5","7.2","4.0","24.6","7.1","15.7","5.9","17.9","5.4","12.8","3.8","5.4","2.7","5.8","3.6","0.7","1.1","1.7","2.1","30170","5436","42924","6948","(X)","(X)","(X)","(X)","34.3","(X)"
"8600000US53295","ZCTA5 53295","0","9","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","9","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","9","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","9","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US53402","ZCTA5 53402","13643","339","3.2","1.1","3.6","0.8","11.5","1.7","10.5","1.9","11.3","1.9","19.0","2.1","13.8","1.8","16.1","1.7","5.9","1.1","5.1","1.2","61070","4686","79133","3763","31.7","(X)","(X)","(X)","(X)","(X)","9130","348","1.3","0.8","2.1","1.0","8.6","1.6","8.4","2.6","10.5","2.2","18.4","2.2","16.1","2.4","19.6","2.3","8.0","1.7","7.0","1.7","75681","4017","93149","4926","(X)","(X)","32.1","(X)","(X)","(X)","6932","352","0.2","0.3","1.1","0.7","2.6","1.2","6.3","2.6","8.9","2.3","19.8","2.8","19.2","3.0","23.4","2.7","9.9","2.1","8.7","2.2","87541","6108","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4513","422","8.3","3.3","6.9","2.1","20.7","4.0","15.3","3.8","12.3","2.8","18.5","4.2","8.4","3.0","7.2","2.5","1.5","0.8","1.0","0.7","33750","5327","46702","4003","(X)","(X)","(X)","(X)","29.4","(X)"
"8600000US53403","ZCTA5 53403","10530","332","8.9","2.3","7.9","1.9","14.0","2.6","12.3","2.3","12.5","2.8","17.0","2.9","9.0","1.9","11.4","2.0","3.9","0.9","3.1","1.0","42829","4534","60397","3275","36.4","(X)","(X)","(X)","(X)","(X)","6531","449","5.8","2.4","3.8","1.7","10.3","2.8","11.6","3.3","12.3","3.4","18.4","3.9","13.0","2.8","14.9","2.9","5.3","1.4","4.6","1.5","56377","4388","74234","4830","(X)","(X)","36.6","(X)","(X)","(X)","3894","316","1.3","1.2","0.9","1.1","4.8","2.2","5.0","2.2","13.4","4.3","19.6","4.5","15.5","3.8","23.3","4.6","8.6","2.5","7.7","2.6","82765","7660","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3999","366","15.6","5.0","14.9","4.2","20.9","5.5","14.6","3.9","11.7","4.5","15.2","4.4","2.0","1.2","4.0","1.7","0.7","0.8","0.6","0.7","23901","3722","34098","3756","(X)","(X)","(X)","(X)","33.4","(X)"
